"","fpool2_eGFPorf_unt_24h1","fpool2_eGFPorf_unt_24h2","fpool2_eGFPorf_unt_24h3","fpool_eGFPorf_unt_24h1","fpool_eGFPorf_unt_24h2","fpool_eGFPorf_unt_24h3","fpool2_eGFPorf_IL17_24h1","fpool2_eGFPorf_IL17_24h2","fpool2_eGFPorf_IL17_24h3","fpool_eGFPorf_IL17_24h1","fpool_eGFPorf_IL17_24h2","fpool_eGFPorf_IL17_24h3"
"MYL6B",20.82347963041,21.2698407669374,23.1372713033227,23.4589375303681,24.3493867930662,24.9006755614199,21.4588714633857,22.1190439805569,21.6740116389549,23.6890872786601,21.8738805723654,23.8566876952254
"MYL9",3.21846671258269,3.32131582953754,3.24574573925922,3.81824148392178,2.71589314230354,2.54911484926045,2.63939994937223,2.34166547872383,2.59535935549269,2.67029263325701,2.65547109829127,3.097290042762
"MYLIP",2.73569670569529,2.9522807373667,2.81056195298983,2.60654861448535,2.43493867930662,2.86595398306683,2.22699370728282,2.87860788148853,2.62296956140219,2.70152412604364,2.44543383627953,2.55337569378916
"MYLK",7.01625743343026,7.41425048815956,7.50692031314703,7.890093103307,8.80323984057009,7.3017018563562,5.56748426820704,6.02568696435941,6.2813218444105,5.60605295520039,6.12108592148497,6.194580085524
"MYLK3",2.41385003443702,2.68389157942427,2.50230677104901,1.98661272779694,2.1539842163097,2.64992730092612,2.4057030788549,2.22234494477612,2.36067260526197,2.32674621260406,2.16038326640646,1.79793909799355
"MYNN",16.618016459302,16.1704467660313,14.9413099952492,17.8654250982023,19.7872214653543,17.2821345712573,15.2315372078356,16.5706391519884,15.7102071625036,18.7076641791924,19.0533801967792,18.749936307647
"MYO10",216.441886421186,222.863647026443,224.500435741723,180.316806314505,178.446220354899,177.933977189903,217.131886460075,210.98853415304,217.402761331377,184.999747521613,178.621688679412,183.329353067679
"MYO18A",196.272828355668,202.851880437361,203.738542605121,174.666936074459,168.358617254915,177.833164738237,202.835136734308,196.684985146058,196.515640560843,166.979176183726,165.449351818961,174.15835279472
"MYO19",90.2672630655692,92.7620027138515,94.2535550428461,84.0154020982494,81.9182941395298,82.8390317115599,94.6884731837287,92.3242631420415,96.6357206832385,87.4013325633887,84.3449633592855,85.7118361589699
"MYO1B",297.718899136274,299.438428651892,296.1063012408,271.179682070268,279.121569595462,261.233865823363,343.23196841628,342.778063898287,337.300080493367,331.943921082715,341.895654570395,334.733955597035
"MYO1C",283.428906932407,298.448743631979,293.513331180944,270.277957144175,262.665665334214,269.068433495666,280.243788374491,269.395935520445,268.026073866439,266.310938991608,254.595166881372,266.910858026505
"MYO1D",105.07220994345,106.38275247943,106.946415475703,91.5109905463911,88.5809285477425,87.8220471796057,111.927054103066,105.926804012081,101.854049600133,89.4469953409131,89.1308124008387,92.7676139637009
"MYO1E",163.219175217443,162.778024292082,162.849399353559,187.347442847631,188.774641566024,186.575044475532,188.043499518035,182.083134804207,181.095340560389,209.875631526165,206.946713727852,210.645940371648
"MYO3B",7.11281143480774,6.35746817876125,6.70908337165314,13.8076629307873,14.1948897733205,12.9904044860617,6.39229675238586,6.4433088331764,5.86716875576805,12.0085089764599,11.4470307796398,11.7999196263274
"MYO5A",131.270528983873,128.709375555765,127.236859510514,129.651137029698,133.159036676587,125.511502323756,127.488516304573,129.104817731423,123.859383710002,124.84789241456,128.587812335901,128.620634800161
"MYO5B",15.8992255601585,14.4594658841483,12.8379216949471,26.1077545007641,25.3260380215793,24.5406310911853,19.850487119237,18.1367211600521,14.7162397497617,30.9191778587654,29.3302033737821,32.9219268447727
"MYO5C",1.72724380241938,2.21421055302503,1.99459235373472,2.74744313418726,2.75602949416024,2.50590951283231,2.15825933360125,2.26709014500651,2.07076544321225,3.12314927866317,2.86550836030301,3.24837736192112
"MYO6",72.7158912596182,69.6805351308027,66.9820377699641,83.5222712792927,90.266655325724,80.5491488808683,69.2567549215484,73.4268735780727,69.066930082606,79.2342971996846,84.765037883309,85.515422644063
"MYO9A",34.8130816077694,33.9847771244599,33.0195697831902,41.0848419450772,42.6114268878658,40.4545966755514,31.5765712693125,32.9921276365421,32.4419919436586,38.4303518739503,39.6970425202187,39.7359649388491
"MYO9B",123.492567761798,126.293873134284,128.143492398575,99.0911157063538,91.4439883135206,96.146275331428,124.821622605728,122.736084231964,124.094070460233,97.5671834654374,94.4567572589935,99.4154560067023
"MYOF",431.081431483325,436.31689920253,435.564572082379,434.420072596901,436.710265768828,420.963994598208,420.406923185945,420.067939762917,416.67942248317,395.671782113837,399.490872346328,417.454262836654
"MYPOP",9.10826079660901,8.8400678897287,9.5377779824042,6.70657913781095,6.87669495144837,7.02806805897796,10.0077248080364,9.44123724861264,9.82923330378083,7.23009058010523,7.39631215512767,6.9349079494037
"MYRF",1.1908326836556,1.56001198054036,1.37808198985308,1.18351396549605,1.27098447546225,1.26735653522553,1.31969997468611,1.38710120714214,1.49095111911282,1.13994948671206,1.39524752622084,1.40511206817983
"MYSM1",38.0422765427274,35.3099485918006,34.2525905109535,39.8872385276109,44.4576990732742,38.0350978355754,34.9445555797094,37.6307133937594,37.3151932866848,37.2904023872382,39.1869520267616,40.0230308452514
"MYZAP",3.46521582721403,3.42196176376595,3.31827637030412,1.63437642854217,1.88640853726502,1.94424013926644,4.83889990718242,3.90774748678754,3.98967475392228,2.43605643735727,1.78531672709978,3.53544326832345
"MZF1",8.8936963491035,8.45425847518647,8.77620635643276,7.49558844814165,7.83996739600923,7.57533565373444,8.1381498438977,8.15854150867475,8.73863017035571,7.96403066059108,7.36630683198314,7.53925722604019
"MZF1-AS1",0.879714234772602,1.19097688836952,1.01542883462858,0.873546022151847,1.0970602840832,0.734490719278434,1.08600310416878,1.10371493901633,1.14582354524411,1.186796725892,0.930165017480559,0.861197719206995
"MZT1",13.9037761983572,11.6413797257528,9.88229847986747,10.9334147288683,14.7166623474576,9.51957579300088,12.0422622690108,13.826266871191,12.6868896154137,10.431318590735,11.9271159499523,12.041659336982
"MZT2A",47.0325268932084,48.9642470021216,49.9917374476965,44.0154479548769,43.0395479743373,45.5672281528817,51.1246271443506,47.9668546469799,48.3454705475287,45.4730534973357,43.252673312846,42.4555366837133
"MZT2B",79.7536051377991,78.671571921874,77.3720506671459,68.502915479069,64.3251932423419,69.3157614095511,82.8799077852352,80.0491632121707,77.1705255170433,67.7254921078108,65.4266071166567,65.7229838342181
"N4BP1",87.7354025850041,86.8238925943753,88.4511045592542,82.9164248445745,84.3666116027887,84.1495935832135,94.5922450605745,89.5351456610137,91.1274846042939,88.353893093381,85.1701097457602,89.1868444996297
"N4BP2",20.9307618541628,18.8711126678269,19.0030253337635,24.0647839650864,26.5435073612326,22.6828016247752,18.6820027666503,19.41941689999,19.1062624893717,21.2217993485162,25.0244395025415,24.0682099420481
"N4BP2L2",37.248388086957,35.8131782629427,36.2653155224494,41.1271103009878,44.2168809621339,39.0288205734227,34.972049329182,36.55682858823,35.1201819168798,39.5078383750891,42.1424763564982,41.1410770070289
"N4BP2L2-IT2",10.4492885935185,10.3665312255263,9.82790050658379,9.90488473504433,11.1311482482588,9.7356024751416,8.72926545755919,9.93343445114695,9.85684350969033,9.57245253910261,10.9969509324718,10.4250250219794
"N4BP3",11.8439575023043,11.3729905678104,10.8977273144961,6.08664325112255,6.63587684030815,6.7688360404091,11.5748685279761,11.7530725938495,11.3339895258484,6.77723393469907,6.16609390620177,6.85936428982414
"N6AMT1",3.75487783134647,3.77422253356539,3.60839889448372,4.53680353440153,4.64243803142526,4.42134609447999,3.97284679879466,3.84808721981368,3.71357269482731,4.46610346848833,4.39577984067425,4.23044493645541
"N6AMT2",2.40312181206174,2.36517945436764,2.42977614000411,2.78971149009783,3.23766571644067,3.11078422282631,2.17200620833756,2.59522161336272,2.47111342889996,3.66970040242922,3.6006387773441,2.87065906402332
"NAA10",42.4193912718398,46.682939159611,45.9662874247047,46.3120286260181,42.7987298631971,44.2134609447999,46.7668678529392,43.984531826475,45.0874662502081,46.4880770129013,45.1730139940962,44.4498892966137
"NAA15",127.762400267158,121.848677705862,118.206795945424,144.290077626727,146.658229684391,144.680269919042,129.151888147667,130.641069606,132.694649601041,155.642144302179,161.128585286148,151.691668435758
"NAA16",15.609563556026,15.3485049698326,14.8869120219655,14.7657456647602,15.6799347920185,14.4593859246186,14.461712222602,14.85540647649,15.3374693827254,14.9286535520099,15.1376855264175,15.2598192350713
"NAA20",41.0032659183035,38.6983617108238,40.7078166739495,44.9594412368797,45.1533958387903,43.2485417645713,42.2853866889009,42.537770352359,42.1193691149372,45.3012802870092,46.3282189351607,44.9786949136706
"NAA25",48.3842829124931,46.682939159611,47.3987673878414,51.6801098266609,52.5384845804236,50.3198151599774,50.0661177896544,50.8156323949815,52.1418738600845,53.249695201207,56.3499968654352,55.7058945739683
"NAA30",33.0751095829748,31.9718584398917,31.2063040070677,33.6597007567865,34.4637474609552,31.7271187170665,35.4256961954804,33.1561933707202,33.684451209586,33.5270075064491,35.9313744655797,34.9011707257572
"NAA35",21.9606712021892,19.7769260758826,19.365678488988,25.9105021731814,24.9915684227734,25.246318252845,21.1151995949778,19.9712743694982,21.287468756222,25.3912036355316,26.2546577514674,26.1834324102758
"NAA38",17.5835564730768,17.8311046808,18.7129028095839,18.2176613974571,18.1282522552773,18.3910715395796,17.967165280362,18.5245128953822,17.0907174579785,19.0512105998453,16.7279676530778,16.4383003245125
"NAA40",22.7223749908338,24.3898647280181,24.8780064484003,24.6424514958642,22.4094631199922,23.3740870076255,24.5244245295836,23.2675041198037,23.7309719792124,23.3143093652205,24.1992931160668,23.403425737748
"NAA50",195.97243812916,184.182059637991,184.4816600627,194.913478555623,198.527775067203,185.638928852922,191.480218202113,202.322880375088,201.430257212733,199.21007673953,207.696846806465,199.843197051771
"NAA60",29.2129495278755,28.2982818405547,28.6133339472126,26.0373072409131,24.6035836881586,27.7378259868679,30.5318087893527,28.1596460116598,30.1641499561252,28.4206584358348,25.7445672580103,26.1985411421918
"NAAA",3.94798583410143,3.65680227696557,3.77159281433474,5.32581284473223,5.11069546975345,5.60229195684923,4.0140874230036,3.93757762027447,3.71357269482731,5.60605295520039,5.58099010488335,5.42403475781248
"NAB1",23.4197094452267,23.1485648725344,20.5443012434676,28.6438558553985,32.0823239174576,28.4003078120995,25.857871379006,28.6667582809376,26.2987211287956,31.4344974897448,32.7358075506868,33.9191031512229
"NAB2",19.5682776125028,20.4646732931101,20.0728521416758,22.0077239774385,23.3325992126964,22.7980158552502,20.2353996118537,19.4641621002204,18.8439655332315,18.3172705193595,18.4982817186053,20.6838539928838
"NABP1",31.2513117791779,28.9860290577822,31.0431100872167,27.5307891497534,28.108825083644,25.3327289257013,33.5423743566054,33.6036453730241,32.3729664288849,28.873515081241,30.9054828388702,29.5677883594402
"NABP2",22.7545596579596,23.8195377673904,24.8598737906391,24.994687795119,23.9614020584514,25.9808089721234,23.7133589201411,24.1027478574376,24.0622944501264,25.7972130417578,25.2494794261255,25.6546267932189
"NACA",248.605097102262,256.361968802132,255.507280513417,280.661883246206,295.885185887611,289.92220921165,264.861035544556,267.397316576821,264.229670553884,298.307603351513,298.38793601082,291.583417245189
"NACAD",10.974971489907,11.5742824362672,12.4390032242002,10.4402839099116,9.5524517418952,10.3260754063262,12.4409216363639,10.962574056446,12.8801610567802,9.91599895975556,8.86657298920984,10.319263898568
"NACC1",169.344990193726,164.941911877993,172.024524180739,153.462310859321,133.292824516109,151.434704180642,179.341727809948,168.048056998608,172.5499818314,163.106471078184,154.527414194351,146.720895635423
"NACC2",43.2776490618619,41.1977357441626,41.1611331179801,31.4335673454963,28.7777642812557,32.2455827542042,43.385136667806,40.7479623431433,43.3618283808646,35.8693694654465,33.1108740899935,31.0937702829473
"NADK",61.6336375459585,59.9011051882755,64.4615983411539,56.555060208347,54.4784082534976,57.5063027858586,61.7509613155211,63.2398829922869,63.8347960627564,57.0443215747828,57.4151858370661,56.2044827271934
"NADK2",16.9935042424366,15.0297928447759,15.0501059418165,16.4987482570938,18.6500248294144,15.5971264505597,15.9601215688602,17.1970719552139,16.1381653541008,14.538259892177,16.5029277294938,16.4534090564284
"NADSYN1",33.2682175857297,35.6286607168572,35.7576011051351,39.4645549685052,37.6077616897303,39.1008294674696,35.3294680723262,35.0056616469098,36.0727340207575,39.1799077008294,38.4368189481483,39.4337903005308
"NAE1",48.9099658088816,46.3306783898115,45.0777871944046,58.0344526652171,62.2782392976501,59.032891339653,48.2377834497247,49.3688709208655,48.4559113711667,61.2918045937647,59.3055211951718,61.4774301658467
"NAF1",18.7958456014829,18.5691748651417,19.1299539380921,18.6121660526224,18.6500248294144,17.613375483873,20.2079058623811,18.9272196974557,19.1062624893717,18.5358909688659,18.258239133449,17.6621076097014
"NAGA",22.303974318198,22.5446892671639,22.031179179888,16.3578537373918,14.8236926190755,16.3892242850756,22.3111776970371,21.9698933131223,22.0329443157784,15.3971259438094,14.6125923713881,16.1059082223624
"NAGK",15.0946088820128,15.1639874237472,15.6484836479369,14.6530300489987,14.1948897733205,14.8482339524719,16.4000215604222,15.2431982118201,14.5643836172595,16.8025431192078,15.8878186050308,15.7432986563805
"NAGLU",14.0003301997347,15.281407680347,14.0890750804716,9.80625857125299,10.5023454025038,10.2252629546606,13.5269247405327,12.8717025996093,13.6670519252009,8.94782268336998,9.39166614423919,9.23143520062235
"NAGPA",9.04389146235736,9.20910298189954,10.0454923997185,8.96089145304153,7.65266442067795,8.69867440086616,9.60906544068327,9.75445365022538,8.97331692058643,9.21329037205635,7.90640264858475,8.71773831548134
"NAGS",12.64857418045,14.3923685946627,12.9285849837532,12.6523278692316,12.8971477299537,11.7374497296456,14.7503965920646,13.5577956698087,12.396982453364,10.8997909825345,11.2519961792003,11.7848108944115
"NAIF1",9.2906405769887,8.94071382395711,10.0998903730022,8.49593953802522,8.74972470476115,8.85709396776935,8.74301233229551,10.0825851185816,9.26322408263615,8.99466992254992,9.37666348266693,9.38252251978147
"NAIP",10.7389505976509,9.17555433715674,9.9004311376287,10.398015554001,11.7733298779661,9.64919180228531,9.27914044701174,9.32191671466493,10.1191404658305,9.49437380713603,8.70154371191491,9.24654393253826
"NAMPT",73.0270097085012,72.0792632299132,69.3392832789233,77.6328803557528,84.6609448497378,75.4653209611568,87.5950858197908,91.5785098048683,82.6511513900784,97.551567719044,103.83342074166,104.93014315601
"NANOG",1.79161313667103,1.86194978322559,1.25115338552451,1.52166081278064,1.93992367307396,1.64180278426944,1.41592809784031,1.7748929424722,2.27784198753348,1.59280613211822,1.50026615722671,1.8583740256572
"NANOS1",2.67132737144363,2.19743623065362,2.41164348224289,1.71891314036331,2.08709029654853,1.62740100546006,2.63939994937223,2.49081614615847,2.26403688457873,1.85827382080459,1.77031406552752,1.94902641715267
"NANP",13.8286786417303,12.4633215219515,13.8714831873369,10.9756830847788,11.6395420384437,11.4782177110767,14.4479653478657,13.826266871191,14.0812050138433,11.8991987517067,11.6570680416515,11.9358982135706
"NANS",33.708074703116,35.1757540128294,34.7421722705066,28.8411081829811,27.6940827811247,27.7522277656773,34.4771618386747,33.4246645721026,33.1322470913961,28.8578993348477,29.1201661117704,28.9483303508878
"NAP1L1",281.454914015356,266.678177060544,267.075916165079,303.726316121409,321.585829859853,299.297767216557,271.748219787449,280.597150644786,274.652523284719,297.979672677253,312.820496443341,308.354109671852
"NAP1L2",0.922627124273704,0.922587730427094,1.08795946567348,1.01444054185376,0.976651228513095,1.3681689868912,0.78357185996988,0.909819071351297,0.952552103877637,1.15556523310537,1.00517832534189,1.07271996602977
"NAP1L4",110.028648680827,107.036951051914,108.959140487199,112.870599733201,108.836407451425,111.052116399137,114.813897797692,114.473137256085,113.615997317579,117.711496312815,114.500313119542,113.859403718314
"NAP1L5",2.63914270431781,2.68389157942427,2.79242929522861,2.97287436571032,2.59548408673343,2.54911484926045,2.65314682410854,2.90843801497546,2.70580017913068,2.92014457555006,2.415428513135,2.68935428103237
"NAPA",57.4710872643516,55.8920421415105,58.1876987557701,55.7660508980163,49.0600007528427,54.121884765654,60.8024269587154,56.4982728242412,57.4292282917532,56.51338619741,52.8543767190969,53.8777380121429
"NAPB",7.98179744720507,7.44779913290236,8.23222662359602,8.74954967348866,9.77989106908318,8.23781747896597,8.06941547021614,7.83041004031854,8.25545156693952,8.1826511100975,8.04142660273516,8.53643353249039
"NAPEPLD",9.30136879936397,8.92393950158571,8.88500230300011,9.89079528307414,11.1445270322111,9.36115622609769,7.8357185996988,8.94904004607833,7.9931546107993,9.21329037205635,9.7517300219736,8.95947802613593
"NAPG",25.5117128084055,23.7692148002762,22.3031690463064,26.248649020466,28.9918248244915,24.2381937361883,24.2494870348573,24.1176629241811,24.9734312451398,26.4062271510971,27.8599425397,26.1229974826122
"NAPRT",40.1128234611556,41.7512883824189,40.2545002299189,48.2563729979044,48.4044403391832,50.4206276116431,41.8454866973389,37.5263079265551,39.3445434210328,44.7859606560298,42.5625508805217,44.9635861817547
"NARF",10.8569610437789,11.0710527651251,11.6774315982287,11.4547244517653,11.1311482482588,11.6222354991705,11.5198810290309,11.8127328608234,11.1269129815272,12.3208239043262,12.2271691813977,11.5128537199251
"NARFL",23.0120369949662,23.5846972541908,24.932404421684,24.7269882076853,22.5164933916101,24.1661848421414,26.1877963726776,25.1318874627367,25.2633384071895,23.3611566044005,22.8340509129905,23.3429908100843
"NARR",3.14336915595576,3.85809414542239,3.77159281433474,1.04261944579414,0.829484605038519,1.15214230475049,3.38173118513317,3.78842695283983,3.86542882732954,1.01502351556553,1.2302182489259,0.800762791543346
"NARS",149.143747461082,144.44368994014,144.408486410394,149.249564720234,160.933392161425,145.803608666174,151.518053343649,155.295674932946,149.536875205834,160.87341934394,162.553838135514,160.469841678903
"NARS2",24.7392807973856,24.5743822741035,24.932404421684,22.9094489035307,23.5199021880277,21.3434361955027,25.8166307547971,24.982736795302,25.8155425253794,23.0800731693208,22.5940083278342,22.1191835248955
"NASP",100.426889654955,103.212405551235,105.640864116895,116.463409985599,120.368919218251,116.006328309564,98.9912449761949,103.719374134048,103.607297675386,111.059188349262,112.549967115148,111.366462952189
"NAT1",2.1992855869315,2.48259971096745,1.88579640716737,2.46565409478344,2.27439327187981,2.10265970616964,2.19949995781019,2.22234494477612,2.30545219344298,2.67029263325701,2.68547642143581,2.56848442570507
"NAT10",78.3160233395121,77.1954315531907,82.7030520489459,84.5367118211465,80.4867642566408,86.6122977596177,83.1136046557526,82.5250642915857,82.01611665416,91.4145793864709,88.7257405383875,83.1886779290126
"NAT14",10.7711352647767,11.5071851467816,11.8043602025573,9.67945350352127,9.23136092704158,10.0956469453761,10.695068544852,10.6344425880898,11.5824813790339,8.2763455884574,8.2964718494637,8.61197719206995
"NAT6",6.01853275252963,5.92133579710481,6.47335882075722,5.42443900852357,5.27124087718026,5.28545282304285,5.51249676926179,6.24941296551137,5.57726159371834,5.57482146241375,4.7858490415532,5.36359983014883
"NAT9",18.720748044856,19.5085369179402,18.80356609839,18.4290031770099,17.0713283230508,18.6359017793391,19.4105871276749,19.0465402314034,19.1062624893717,16.9899320759276,18.9933695504901,17.8434123926923
"NATD1",8.8936963491035,10.148465034698,9.06632888061236,7.2701572166186,7.9871340194838,8.3674334882504,9.76028106278272,8.87446471236101,8.65579955262722,7.65171573272476,7.71136804814528,6.99534287706735
"NAV1",162.650579431554,165.495464516249,166.149543066102,112.856510281231,108.408286364954,110.634464813665,170.543727978708,169.420243139006,166.79325389927,114.900661962018,108.334219213341,113.345706833173
"NAV2",34.1157471533765,33.9176798349743,34.4701824040882,49.5807814831024,45.3406988141216,49.1676728552269,30.4355806661985,31.381300428248,30.8820153097721,43.4742379589913,43.47771323643,46.3233720541868
"NAV3",68.8430029821437,70.0160215782308,67.4172215562335,49.4962447712813,50.1169246850692,47.5114682921481,81.7801578063301,80.8545768163177,80.9117084177801,61.604119521631,62.4710827869201,62.6256937914561
"NBAS",72.705163037243,73.3541117301397,74.5070907408724,74.3077696907878,74.9747052683203,73.0458221211807,74.5493016950291,71.8011313030352,72.0488323208317,71.1141090751603,73.9181135665599,72.4161520729672
"NBEAL1",46.3137359940649,46.0455149094977,43.3914500226107,52.2577773574387,56.8865893648997,49.6717351135553,43.4538710414876,45.4163782338475,42.0917589090277,47.0346281366673,48.5486128478563,52.4726259439631
"NBEAL2",123.267275091917,125.337736759114,126.003838782751,118.858616820532,111.124179507257,122.602343004261,147.33900342381,134.205770557688,133.191633307412,118.320510422154,116.705704370666,132.201404264232
"NBL1",62.6850033387355,65.7217950511519,65.9666089353355,53.455380774905,51.133712265439,53.9778669775602,66.2736831037683,62.1659981867575,61.6397846929514,51.7193520546621,50.6939934526905,50.5538169906422
"NBN",45.3481959802901,42.0196775403613,42.7386743432067,50.5529536690456,53.5151358089367,49.1820746340363,41.9967023194383,44.3872386285485,44.7975590881584,51.8598937722019,53.1244246273977,50.3271860119035
"NBPF1",30.8865522184185,31.3344341897784,31.8409470287106,22.3176919207827,21.6736300026194,24.0797741692851,29.624515056756,30.5311416238706,31.5170500456905,23.0956889157141,24.4543383627953,21.7867914227454
"NBPF10",123.599849985551,128.004854016166,124.988409948122,138.64020738668,143.139609504953,140.014093584803,117.164613377602,118.932742212381,119.372725249709,128.548824309776,133.823741224622,138.426201813588
"NBPF11",18.4310860407235,19.7433774311398,20.0003215106309,20.3733475488963,19.8407366011633,18.3766697607702,17.8296965329989,18.4797676951518,19.258118621874,19.6602247091846,18.8133376116229,19.7168951502654
"NBPF12",13.6141141942248,14.6439834302337,14.3973302624124,12.0746603384538,12.6295720509091,12.6303600158272,13.4169497426422,13.8411819379345,13.8879335724768,11.7742727805601,11.8821079652355,13.0539443753481
"NBPF14",138.501350864808,144.208849426941,138.87802579322,121.225644751524,121.894100588806,120.355665509998,130.664044368662,138.053857777502,138.879335724768,118.133121465434,119.856263300842,120.809420399634
"NBPF15",56.3231674701971,57.5191514115365,53.418809764568,54.7938787120731,57.9435132971262,54.3811167842229,50.5472584054254,53.1125526734749,54.9305046569437,52.2190559392482,50.8140147452686,53.9986078674702
"NBPF20",9.65540013774807,11.9600918508094,11.459839705094,10.4121050059712,12.0007692051541,6.538407579459,8.04192172074351,9.5008975155865,6.41937287395799,10.8529437433545,7.90640264858475,11.9207894816547
"NBPF25P",8.20709011708586,8.21941796198684,9.22952280046338,12.3705388298278,10.9170877050231,10.7005216553701,9.1416716996486,8.36735244308324,7.37192497783562,7.97964640698439,9.97676994555761,8.24936762608806
"NBPF3",12.4983790671961,11.7923486270954,11.4961050206165,9.22859104047516,8.99054281590136,8.10820146968154,11.437399780613,11.8276479275669,11.6377017908529,8.37004006681729,8.3864878188973,8.15871523459259
"NBPF7",2.92880470845025,2.73421454653848,2.82869461075106,2.88833765388917,2.94333246949152,2.40509706116664,2.69438744831748,2.47590107941501,2.65057976731168,2.57659815489711,2.16038326640646,2.84044160019149
"NBPF8",75.859260415574,74.6960575198518,76.9187342231152,68.6719889027113,72.2320545581123,64.8800135362617,70.6314423951797,69.608616491746,73.0013844247093,64.0089444662016,67.181918520612,69.0620135876347
"NBPF9",46.8823317799545,46.0622892318691,45.4041750341067,55.230651723149,55.2008625869182,55.3172324068327,44.1274679035669,42.2245539507463,42.1055640119825,53.0779219908805,50.5889748216846,58.4254663188325
"NBR1",77.3719397704879,84.6935536532073,82.5761234446174,101.0072811743,116.555965791864,98.4217563833102,77.2299422686103,78.3041004031854,77.1981357229528,92.0079777494169,96.2270713245211,100.911220466378
"NBR2",2.74642492807056,2.70066590179568,2.64736803313881,2.39520683493248,2.28777205583204,2.23227571545406,2.62565307463591,2.96809828194931,2.58155425253794,2.1705887486709,2.16038326640646,2.32674471505048
"NCAPD2",153.220471963687,157.343143843748,161.815837861169,151.743397718958,147.246896178289,154.185443933234,152.012940834157,150.582513842011,150.254740559481,140.01078216247,141.460095964906,139.634900366861
"NCAPD3",70.527333895062,68.606978499033,72.9658148311683,66.3754082315702,64.4188447300075,65.8017273800621,70.8101517667518,71.5326601016528,73.843495704949,67.4287929263378,65.5616310708072,63.8041748808972
"NCAPG",70.216215446179,69.9321499663738,71.6965287878825,72.5184092905735,71.8975849593064,73.6650986099841,69.4492111678567,71.3984245009616,72.0902476296959,75.4865180652888,75.1333291539136,73.6852855539038
"NCAPG2",63.6290869077598,63.4572615310127,66.0935375396641,59.1052510149516,59.3750431800153,56.9014280758646,63.7580050270229,65.6113786044977,63.8071858568469,62.0101289278572,62.4860854484924,61.2356904551921
"NCAPH",40.9174401393013,38.6480387437096,40.6534187006658,36.1253548515699,33.7814294793913,37.2574017798688,40.360824225817,40.2259350071221,42.188394629711,37.9462637357575,38.0767550704139,36.4573701130961
"NCAPH2",49.8325929331553,52.3694344435162,55.3046061717354,46.0584184905546,40.2567609122726,46.9930042550104,54.4513708305385,55.4691332189422,54.585377083075,48.0808831450195,47.4384158915085,44.7520639349319
"NCBP1",72.5549679239891,72.8005590918834,70.9893551351948,81.7470003310486,79.4833554602232,77.438364658042,72.2260798645921,73.6207694457378,72.4629854094741,83.0289235732603,84.539997959725,81.1943253161121
"NCBP2",47.3543735644666,44.2506624157577,45.2591137720169,50.7220270926879,52.4582118767102,49.470110210224,48.2240365749884,49.1003997194831,46.8269092225064,47.6592579923999,50.2439136055225,48.3932683266668
"NCBP2-AS2",6.11508675390711,6.12262766556163,5.71178719478579,7.46740954420127,7.45198266139443,7.41691608683125,6.48852487554006,6.92059096896724,5.57726159371834,7.97964640698439,7.30629618569407,8.00762791543347
"NCBP3",48.7597706956278,45.7268027844411,46.7459917084373,43.2546175484866,45.5948957092141,43.5077737831402,48.7189240654957,46.6244986400681,47.7104358116103,45.1295070766828,46.7032854744674,46.5802204967573
"NCCRP1",5.55721919039278,4.49551839553566,3.97105204970821,12.4128071857383,10.0207091802234,13.2928418410587,8.27561859126084,6.17483763179405,4.56948907802171,18.4734279832926,16.292890467482,20.1701571077428
"NCDN",23.6128174479817,23.8530864121332,24.5878839242207,22.1204395932,19.0915246998382,22.7548105188221,25.3492370137624,24.1176629241811,24.5868883624068,22.8458369734211,21.7988672645041,20.653636529052
"NCEH1",21.5851834190546,21.672424503851,20.7256278210799,21.2046252151376,20.4829182308705,19.1543658164768,21.5276058370672,21.5075262440749,23.0131066255655,22.3929803280149,22.0689151728049,22.1191835248955
"NCF2",4.19473494873277,4.10970898099342,3.68092952552862,5.6921385959572,5.59233169203388,5.91913109065562,6.04862488397802,5.51857469508164,4.58329418097645,8.38565581321061,8.01142127959062,8.77817324314499
"NCK1",17.4119049150724,16.3214156673739,15.8479428833104,18.0204090698744,19.2922064591217,16.9508936586415,15.3690059551987,17.2567322221877,17.0216919432047,18.0518028306731,18.4982817186053,18.6139577204038
"NCK1-AS1",1.04063757040174,1.42581740156915,1.26928604328573,1.21169286943643,1.44490866684129,0.964919180228531,0.948534356805644,1.20812040622058,1.2286541629726,1.03063926195885,1.0951942947755,1.14826362560933
"NCK2",49.8755058226564,51.6481385815459,49.9010741588904,42.5219660460367,40.5377153752695,42.9749079671931,51.9494396285294,49.2644654536612,47.1306214875109,42.2562097403127,40.162125028959,41.7303175517495
"NCKAP1",214.736099063517,203.371884430874,196.159091660929,236.547809127538,246.691397295246,229.405934654631,209.612345979311,206.976381199048,199.759839755209,235.298066654483,238.63233496848,240.682099420481
"NCKAP5",12.884595072706,12.5975161009227,11.3147784430042,12.6945962251422,12.0676631249152,12.7887795827304,9.34787482069331,10.0825851185816,9.98108943628306,10.4625500835216,9.91675929926854,10.6516560007181
"NCKAP5L",45.4125653145418,50.4739360155478,50.1730640253088,39.1264081212206,36.0023076154622,38.6975796608069,44.4573928972385,44.402153695292,45.4463989270316,38.2898101564104,35.9613797887242,36.8653058748258
