"","logFC","logCPM","F","PValue","FDR"
"PRPF31",0.0579506687269211,5.74190047445855,7.37156710443714,0.0170105627269355,0.0394327967386346
"LOC100505736",-0.322755145825285,0.100557446664077,7.36718469466438,0.0170372913415877,0.039488113943774
"NEU3",0.11780676410357,3.26593960605696,7.36323916074648,0.0170613972198743,0.0395373347279933
"CSNK2A2",0.0591201694602558,5.33215026816508,7.35852124257762,0.0170902742085588,0.039587197553157
"DCTN2",0.0695005103623062,6.20029794495312,7.35828721159789,0.0170917081227412,0.039587197553157
"GSTM2",0.222601212224354,1.00729875379869,7.35825075812684,0.0170919314867476,0.039587197553157
"SDHAF1",0.12970795125171,2.46338200871817,7.3578468882907,0.0170944063750116,0.039587197553157
"LRRC27",-0.165066579381444,2.92389435514078,7.35714369225109,0.0170987165097817,0.0395905250862515
"GATS",0.230509901724217,1.66507018738327,7.35535759645859,0.0171096698009098,0.0396083615453864
"CCDC136",-0.164031403099074,1.1718118130281,7.35495025591547,0.0171121689730521,0.0396083615453864
"POMZP3",0.121085389374448,3.53006753226428,7.34303242523931,0.0171854772150011,0.0397713622011254
"ORMDL2",0.0866023273591869,4.58927450621919,7.34183036474029,0.0171928915195479,0.0397818391684047
"MINPP1",-0.0797968842773735,3.72722161060754,7.34091487403454,0.017198540759007,0.0397882292005301
"HAX1",-0.0885334728479388,5.37528175115277,7.33447514038187,0.0172383396463267,0.0398678761872317
"NUDT19",0.0971379414507365,4.95195800106869,7.33425697541313,0.0172396898262175,0.0398678761872317
"KHDRBS3",0.150726810812154,2.10971806703783,7.33394052967323,0.0172416484650348,0.0398678761872317
"APEX1",0.0461166487488478,6.42909970968633,7.33270058642186,0.0172493255805152,0.039878935767436
"TNPO3",0.0613341807269969,6.43240977800378,7.33209384197379,0.0172530836911685,0.0398809327597067
"CLK4",-0.149344058170789,2.26133921037548,7.33126147110609,0.017258240857727,0.0398861624922209
"USP46-AS1",0.234146653508963,0.288383840168934,7.33037756237037,0.0172637193038165,0.0398921328672292
"FOSL2",-0.0995866494344838,7.0172871100556,7.32985247646307,0.0172669747321568,0.0398929652639819
"RC3H1",-0.0977332513206148,5.92057918725774,7.32672621621177,0.0172863717153011,0.0399310839673317
"SBF2-AS1",0.170132384742054,1.48339907618113,7.32095878591823,0.0173222224851322,0.0400013266599949
"NIT2",0.0753895880988602,4.49534561535793,7.32070307359306,0.0173238140132679,0.0400013266599949
"NUFIP1",0.0771855111307786,3.8295648849447,7.3204339280651,0.0173254893320886,0.0400013266599949
"PKP1",0.0592575423607501,9.36838574147003,7.31970999508119,0.0173299964488239,0.0400050294971259
"POLR2J2",0.208394119168558,3.18119869760207,7.3106039005032,0.0173868065174047,0.0401294484092662
"ASH1L",0.0466984067220199,6.630351434925,7.31005443988117,0.0173902413555038,0.0401306541010697
"ACTR6",-0.14621671923051,3.10398145850885,7.30481140368857,0.0174230568390183,0.0401996483899587
"ZFP90",-0.0992026065461888,4.09483909484714,7.30143699662618,0.0174442149210361,0.0402417273391859
"DHX40",-0.0629851543239214,4.77734004075537,7.30047713029734,0.0174502388995028,0.0402488854697438
"ZNF671",0.15335175865561,1.78909429641552,7.29955746728782,0.0174560128384324,0.0402554645859012
"C19orf24",0.111391537146194,4.00787670393099,7.29339617473635,0.0174947527878761,0.0403380519852986
"LOC440173",-0.176796972326036,2.28217356932629,7.29283219785372,0.0174983038625322,0.0403392513257024
"SCUBE3",-0.295255820058362,1.6839143572184,7.29238374747368,0.0175011281243232,0.0403392513257024
"ZNF774",-0.329117828657225,0.609766943446632,7.28740346708779,0.017532528734831,0.0404023514903544
"COX14",-0.120024409956979,3.10781824304172,7.28709816164989,0.0175344558135941,0.0404023514903544
"DNAJC27-AS1",-0.182050892405274,1.94240523117123,7.28664754401304,0.0175373005489375,0.0404023514903544
"RNF139-AS1",-0.140165844777999,2.07213934694365,7.28169858375052,0.0175685785447094,0.0404676435586008
"GOLGA6L6",-0.379822968619218,0.414026700884827,7.27983454970035,0.0175803762782721,0.0404866896667647
"C10orf88",0.127331036686089,2.86969544466908,7.27946381959677,0.0175827237800944,0.0404866896667647
"PPA1",0.0621640216073507,6.53555883175616,7.27816991500775,0.0175909197778161,0.0404987942553932
"MST1R",-0.0750926708678362,6.55792559945012,7.27268549697882,0.0176257091947377,0.0405721094210308
"PHF2",-0.0514085721508056,5.24058079008162,7.26767568688572,0.0176575580055936,0.0406386323298939
"PAFAH2",0.0834286418582485,3.56225765119298,7.26595978069335,0.0176684819097447,0.0406530110690361
"U2SURP",0.0877070611651655,6.84091288583919,7.26576753062342,0.0176697063134086,0.0406530110690361
"PAMR1",-0.35200125495752,0.00762938979493119,7.26227933485912,0.0176919391171685,0.0406973671277905
"RPS11",0.0619999148107461,8.77503662604082,7.25282897317526,0.0177523368844826,0.0408294858840404
"GPR107",0.0443575923957609,6.34120553830246,7.2486742949794,0.0177789655623756,0.0408839062890477
"MYEOV2",0.0884944841575024,4.58185106883494,7.24367241836912,0.017811085898518,0.0409509348566126
"ATP10D",0.108499975757803,6.00042631623685,7.24303092908116,0.0178152102065038,0.0409535838230591
"KIAA1324",-0.169428762399866,2.8790711060546,7.23939676956469,0.0178385961935265,0.0410005032444706
"CRTAP",0.045975677762257,6.73100839191884,7.23752290397285,0.0178506685651154,0.0410214079650975
"NLRP12",-0.205752355786704,2.95086221254322,7.23486869968667,0.0178677845407581,0.0410538941449235
"PER2",0.247401107354922,4.57784279418515,7.22867100295546,0.0179078256011342,0.0411390345045061
"AREL1",0.0631856944991725,5.85408423322587,7.22186040640979,0.0179519468674524,0.0412335182341434
"LINC01001",-0.229656827202892,1.33162011183475,7.21680105270112,0.0179848049200338,0.04129996974952
"SMG1",-0.0482492196161128,8.01426445314016,7.21648302913661,0.0179868726661492,0.04129996974952
"ENKD1",-0.111092041287189,3.30428409475133,7.21265878515122,0.0180117590626013,0.0413491816427685
"YTHDF1",0.0643003307796052,5.84500006147984,7.21226758173861,0.0180143070906118,0.0413491816427685
"NOM1",-0.0582460577369555,5.63210666396255,7.20633277005117,0.018053013847209,0.0414297228698221
"B3GAT3",-0.0956472273695437,3.99514409823634,7.20574594969802,0.0180568463371341,0.0414297228698221
"HYAL1",-0.168739872917358,1.97042124805304,7.20550563248692,0.0180584161082917,0.0414297228698221
"ZNF221",0.197942036500004,1.13713225044101,7.20124694165434,0.0180862605802604,0.0414866962769117
"LOC101928336",-0.12580402009561,2.8519901828087,7.19798575142017,0.0181076169110825,0.0415287705422445
"TBK1",-0.0740088513439584,4.32331368180449,7.19429988649902,0.0181317896218264,0.0415772889331247
"CLEC2D",-0.0983715586718124,2.94555027764993,7.19059234662821,0.0181561423808687,0.041620045635411
"NEU1",-0.0928293587488153,4.15053131018478,7.19054146853373,0.0181564768353622,0.041620045635411
"TBCB",0.0697772973645057,5.00966606201144,7.18916792111887,0.0181655087580321,0.0416338232163879
"SLC12A2",0.0917875801098318,5.64184487641899,7.187607242802,0.018175777529398,0.0416390115953304
"MED31",0.196401917072692,2.44507402793979,7.1875763316009,0.0181759809835827,0.0416390115953304
"RNVU1-19",-0.337189651506852,5.48698467177601,7.18744608431979,0.0181768382862263,0.0416390115953304
"GGT8P",-0.242521319139915,1.26554248668095,7.18308392118287,0.018205577750762,0.041697914864985
"NRBF2",-0.0993832801405857,4.13540102885191,7.18098263182847,0.0182194406572488,0.0417227310646885
"TMEM245",0.0577469873834419,6.19602314847449,7.17893764778415,0.0182329438977977,0.0417467155147481
"C18orf25",0.0459332978764071,5.69797053221895,7.17520408518696,0.018257627056824,0.0417903417451071
"LOC100506023",-0.25937696197591,0.270686608597209,7.17513811815668,0.0182580635246059,0.0417903417451071
"RPL18A",0.0651383726767137,9.22248143637169,7.17388713531883,0.0182663428937633,0.041802348236699
"DYDC1",-0.303056225153913,0.703097484839948,7.17065647259864,0.0182877445853378,0.0418443760613367
"PPIP5K1",-0.0569205773311397,5.46121982734165,7.16387235580774,0.0183327813897183,0.0419404606954886
"PLA2G4B",-0.196448884556452,4.19806673335092,7.1601569656706,0.0183575009602198,0.0419900407919769
"CHEK2",0.0863698369580218,3.57028709751401,7.15776928944435,0.0183734073435319,0.0420194489272241
