"","logFC","logCPM","F","PValue","FDR"
"CLDN7",0.926161182212456,3.97885099760635,452.862161775434,1.76538107848375e-13,4.51806787123064e-11
"HEPHL1",1.87017925830622,5.92106510938163,434.115389821472,2.47740693602091e-13,6.22504797378345e-11
"RHCG",2.07405913187463,5.01545746051199,429.057489405075,2.72114948398276e-13,6.71540819082888e-11
"IL1RN",0.765112696241065,6.19658368722565,427.321206572403,2.8109284991715e-13,6.81526874711405e-11
"TGFBI",-0.466202440768892,7.61053196618907,422.04912772871,3.10453451243656e-13,7.31464566612255e-11
"HBEGF",1.04411558921089,5.31061359547849,421.740635660951,3.12275032055883e-13,7.31464566612255e-11
"CXCL5",3.14944217442256,1.49040590135207,420.396040907282,3.20355686486505e-13,7.3788593120725e-11
"SFRP1",-0.352617881970565,7.3400101984526,419.106666470469,3.28325137007826e-13,7.43844818598057e-11
"TRIM16",0.809339982990995,5.74417015780153,416.148035742569,3.47465586277051e-13,7.74512000378846e-11
"CXCL3",2.13795906099387,2.35836914915764,414.413572032355,3.59266133072173e-13,7.85296754793019e-11
"NRCAM",1.94158250816151,2.05286635498135,413.782787768334,3.6366854056985e-13,7.85296754793019e-11
"FTH1",0.438309504256358,9.53446554281914,412.925209446133,3.69751078828354e-13,7.8614767837044e-11
"NUAK1",0.431360009149959,6.56322865120978,410.914103193093,3.84467449738174e-13,8.05051538694177e-11
"SEMA3C",0.639192441862464,6.56824775749717,403.570742532749,4.4405558088453e-13,9.15947481764807e-11
"ZSWIM4",0.72602208587575,3.7886261571516,402.409585844626,4.54394012639445e-13,9.23489008040754e-11
"CXCL16",0.987902873034844,3.99286502194423,399.665550129894,4.79914743647505e-13,9.61220544522974e-11
"EFNA1",0.629017357552686,4.66578346427269,396.083402997905,5.15680791760326e-13,1.01038809420727e-10
"CXCL8",1.51795373680833,3.66739121618981,395.757043290039,5.19085055634704e-13,1.01038809420727e-10
"HSPG2",0.616529383975004,8.59055223995926,393.421190583104,5.4419860183808e-13,1.04395513415905e-10
"HLA-A",0.403634772488897,7.50064482247588,392.438273586674,5.55170952759361e-13,1.04395513415905e-10
"DDR1",0.434949494919261,7.84326350119649,392.101088792919,5.58991895280535e-13,1.04395513415905e-10
"SKP2",-0.404275863408692,6.9662247852657,384.942739667098,6.47488796221236e-13,1.193106021837e-10
"CGN",0.815043811909438,3.59058254020582,384.011808050972,6.6011030820883e-13,1.20035848150606e-10
"TRIM47",0.709279639524024,4.0242080141024,382.456042197995,6.81823411194508e-13,1.2237402003517e-10
"PTHLH",-0.406538600707059,7.19916620858854,369.635313272954,8.94613493883244e-13,1.58507160070082e-10
"P3H2",0.40645905432401,6.36614396841764,366.052310408083,9.66729560941983e-13,1.69116487749598e-10
"C15orf52",0.623389890322138,6.18344426199497,362.445944110716,1.04595930302812e-12,1.80689469598107e-10
"DUSP10",0.693074671088306,3.75593500131822,361.06927983273,1.07810206394119e-12,1.83942845971201e-10
"NCF2",0.820166204835779,2.78838449727569,356.182973198481,1.201455859951e-12,2.00182181593079e-10
"CXCL1",1.71625946920343,5.24133092893133,356.153294503595,1.20225188655757e-12,2.00182181593079e-10
"SUSD6",0.464161358460399,5.15779222815484,354.152515763318,1.25730385855187e-12,2.042556827782e-10
"LAMA3",0.47756057402472,11.6194883507544,354.045023776691,1.26034051283862e-12,2.042556827782e-10
"GJB4",0.570648988075126,3.86019894909382,353.668034159765,1.27105562365595e-12,2.042556827782e-10
"ZC3H12A",0.4526523129981,6.30381453860633,347.329425443628,1.46741003766187e-12,2.3309892782169e-10
"TAPBP",0.451456704157135,7.34916342873314,346.160344680571,1.5072209638295e-12,2.36702201365042e-10
"IL1R2",1.27270995455258,3.65252821191886,344.919506214221,1.55080466641022e-12,2.40810342581902e-10
"NFKBIE",1.02249330468428,3.28639336628139,333.562554848774,2.0225040233054e-12,3.10566728912007e-10
"SOX9",0.414915116071368,7.30587840683901,332.285591897526,2.08492836770914e-12,3.16634176282861e-10
"NAGK",0.553813815208356,4.02956669279503,328.065631158888,2.30709777889128e-12,3.46566209829103e-10
"KRT34",0.656613978287492,3.74761211437076,327.217780289984,2.35486652977985e-12,3.49938230554383e-10
"CNTNAP1",0.946923311018434,2.64560101238916,325.507636382498,2.45462788091109e-12,3.60882524619056e-10
"SPRR2A",1.38323578587645,4.54663584539833,309.929935562125,3.61751757602489e-12,5.26253609480674e-10
"ADAMTS9",1.11314005421869,1.82866881287047,307.059400668248,3.89335789532189e-12,5.60481313680714e-10
"AMIGO2",-0.406237552451034,6.50565644819903,304.707787564013,4.13695767156604e-12,5.89409845577759e-10
"ANTXR2",0.428533211227168,6.575587105713,303.790312734792,4.2365915143123e-12,5.97445864569346e-10
"PIK3C2G",-0.708735206874631,3.20937426353211,302.297159212041,4.40454315906553e-12,6.12078373458264e-10
"ANXA8",0.343918477160295,7.42137554671836,302.085649242925,4.42893179058078e-12,6.12078373458264e-10
"FERMT1",0.325955450370275,8.183598441691,300.569254217795,4.60828079321449e-12,6.30558817447765e-10
"APOL6",0.527335936935686,4.86553531516082,297.14314221627,5.04425363972175e-12,6.8344691471524e-10
"IL36G",2.35992777514823,2.29565662369906,294.943711368332,5.34843006521603e-12,7.17624305837723e-10
"HLA-F",0.68847628342917,3.70992785382278,290.527322547584,6.02332390123615e-12,8.00407079952727e-10
"SPRR2D",1.11188558571441,6.17145153064048,289.557240255653,6.18404008798406e-12,8.13937466818473e-10
"ADAM8",0.611127952050443,7.3725910491623,289.197568527009,6.24484443659656e-12,8.14186321827966e-10
"FEZ1",0.421010603469937,6.48919601134281,288.725871106358,6.32560518643565e-12,8.1700807174337e-10
"ADAMTS1",0.503802437952,8.1099214252021,288.259420633004,6.40662017273047e-12,8.1981009988088e-10
"WWTR1",-0.377305254320834,5.77700025226421,287.203280106528,6.59438696834732e-12,8.36095668830825e-10
"CD82",0.497170461633176,6.41752160885888,286.859134092739,6.65689717369903e-12,8.36348354004733e-10
"ICAM1",1.69585762260463,0.453353546774461,281.294187330769,7.7657517937752e-12,9.66871079188948e-10
"STAP2",0.519504813714374,4.53793306855902,278.811897045505,8.32598223909653e-12,1.0273667370028e-09
"ADORA2B",-0.481045628998491,4.59495904036384,275.190676998372,9.22631562367857e-12,1.12838656565697e-09
"EHD1",0.456193718928863,7.31197320319556,266.693669057307,1.18000013689685e-11,1.43049139402759e-09
"CTGF",-0.332686761322287,7.1043745485294,263.722508514049,1.28826812367224e-11,1.54091020197435e-09
"FADS3",0.715867818150588,3.37379012770021,263.58912353991,1.29338338226501e-11,1.54091020197435e-09
"ODC1",0.297437586544439,7.88457236267074,262.917097983072,1.31950394695207e-11,1.54903178596557e-09
"BIRC2",0.631487845635707,5.60993909223309,262.837986343771,1.32261758859579e-11,1.54903178596557e-09
"BCAM",-0.541775988307984,6.00436543185989,261.970590566856,1.35730160812745e-11,1.56809915821811e-09
"TAP1",0.461159412531054,6.07547284017445,261.865043597593,1.36159116487824e-11,1.56809915821811e-09
"SMAD3",0.293684717816148,6.78694568192808,256.818756501338,1.5855519990721e-11,1.81093625017987e-09
"KLHDC7B",2.90228624255411,-0.528763486594269,256.013687273014,1.62496665760641e-11,1.84074091869841e-09
"N4BP3",0.667308016994171,3.43256810096026,255.710754656497,1.6400809821272e-11,1.84275765634129e-09
"OCLN",0.574268729975275,3.78967467851947,255.36398040068,1.65757641225169e-11,1.84739564655793e-09
"VEGFC",0.302832723637228,5.96002346622713,253.731784455079,1.74278267622818e-11,1.92682052683788e-09
"POU2F2",0.484491773815336,5.5941026614367,251.798898996819,1.85009774813952e-11,2.02923419676891e-09
"A2ML1",0.914950154305353,6.65460145588938,251.284486403434,1.8798921069083e-11,2.04567786751753e-09
"PTPRK",0.309138283462509,7.76557843544017,249.959282166984,1.95915450221923e-11,2.10253023005619e-09
"PPIF",0.611192389057209,6.56281483217974,249.903625775549,1.96256439708573e-11,2.10253023005619e-09
"KLF6",0.359548936672087,8.67697719500315,247.129344400441,2.14127063257799e-11,2.27633539555599e-09
"SYNGR2",0.397069312382188,5.49649297563168,246.851725507923,2.16013504006198e-11,2.27886001936309e-09
"C1S",1.68001901100213,0.157133427472552,244.350055770529,2.33878548404998e-11,2.44863752951293e-09
"PI3",1.50071161485861,6.16694620239354,243.754594830874,2.38371019582634e-11,2.47690788769323e-09
"STOML1",0.558338299355732,3.0764795367745,242.835555671866,2.45495787324343e-11,2.53190431404659e-09
"IGFBP2",-0.444225900581489,6.9226005282214,241.416153751045,2.56973303228549e-11,2.61437390013072e-09
"CTSS",1.61224583197754,0.0231686325650901,241.379737577112,2.57275579173501e-11,2.61437390013072e-09
"ADAMTSL1",-1.15776114470667,1.70927524871737,238.372688060275,2.83667270276421e-11,2.86151947096361e-09
"SLC2A6",0.631110095370718,4.82200875723731,238.034314893985,2.86822328412419e-11,2.8723801294635e-09
"CXCL14",-0.924575718040556,4.44138104149688,237.672980820753,2.90234964811535e-11,2.88564547747872e-09
"SYT8",-1.18169251108295,3.74305608431423,236.805729913344,2.98612959448756e-11,2.94773649970129e-09
"MAMDC2",0.702229932178022,2.32326377038516,236.26770086858,3.03946605385268e-11,2.97910786271234e-09
"P4HA2",0.422697016453279,5.11533163849155,235.963629253733,3.07008123586263e-11,2.98792413236771e-09
"SOCS1",0.794171310925377,2.29029085497436,233.027066929442,3.38421152787632e-11,3.2706156164511e-09
"TGFA",0.454017510923634,6.91557298832394,232.729025104513,3.41805737208247e-11,3.28038561681803e-09
"FUT3",1.09098814887233,1.55214046185145,231.989103643977,3.50373516600296e-11,3.33942206856282e-09
"ADM",0.532908018748785,4.62949879503339,231.733100033599,3.53393687313556e-11,3.34513750594064e-09
"GLUL",-0.539240202061084,8.94665481224085,229.248268647011,3.84273751663133e-11,3.61269608706428e-09
"FBN2",-0.282258387689506,8.52649846941177,228.707383963754,3.91389406494195e-11,3.65473080929039e-09
"IFIT1",-0.398270970225625,6.01069873375094,227.749042202971,4.04362464677633e-11,3.75052970593617e-09
"PTGS1",-1.0093047371667,2.61095708373252,226.967890744396,4.15293866346263e-11,3.8262408219369e-09
"SP110",-0.416681375478473,5.0585769205633,226.66586735669,4.19608818908509e-11,3.84039329623549e-09
"JAG1",0.269426046952338,8.59053691701174,224.985818284632,4.44547766890421e-11,4.04187509106949e-09
"ARHGEF28",0.308477003930837,7.52705168254096,223.709874785583,4.64599214435171e-11,4.19657591078043e-09
"MVP",0.336833573104094,6.79958523518854,222.039854736917,4.92392076435541e-11,4.41873928333713e-09
"S100A9",1.40135418849206,7.44716642346111,217.581515103315,5.76170994240451e-11,5.10567720083318e-09
"ITGAV",0.548524581495634,6.88375445772443,217.573845208343,5.76328251324151e-11,5.10567720083318e-09
"NFKB1",0.431960061508999,6.19495664944708,216.084939820806,6.07786634204794e-11,5.34076832772857e-09
"AMOT",-0.397873569281586,4.18323287314902,215.95626869054,6.1059435295305e-11,5.34076832772857e-09
"CSF1",0.93573044656786,1.93263764248056,215.743689833325,6.15264911353476e-11,5.34777426094656e-09
"COL4A4",0.807319944050575,1.60175626805938,212.064552032876,7.02788674270202e-11,6.07033717400887e-09
"TRAF3",0.356351891916221,5.57588146349861,209.64325251931,7.6798169383053e-11,6.59224037809809e-09
"CYLD",0.542012826693917,5.12303254850683,209.045650367505,7.8509686564025e-11,6.69678277369981e-09
"DSCAM",0.691126008362181,4.24051069190516,208.79908566132,7.92282628750177e-11,6.69678277369981e-09
"KIF3C",0.367420198953632,5.37495694625142,208.716775831342,7.94697811061337e-11,6.69678277369981e-09
"HCAR2",0.900348406666969,2.50117518607682,208.091260794832,8.1332396493955e-11,6.81220436088763e-09
"DNMBP",-0.285885435992496,6.04504250478745,207.824449141504,8.21417326305835e-11,6.8370202207062e-09
"TRIM16L",0.627167573175031,2.81377110593022,207.668774419588,8.26181169940619e-11,6.8370202207062e-09
"LPXN",0.665902177905482,2.02667440229334,206.64686933914,8.58232298033045e-11,7.0599823564385e-09
"KRT6B",0.781805661015099,9.9308245147374,205.582900930499,8.93091109810761e-11,7.2741561206451e-09
"MYO1B",0.414533785763743,8.22970985688669,205.532095863978,8.94794891830439e-11,7.2741561206451e-09
"C1R",1.34591717139268,1.4057953640133,204.79008028549,9.20098528806566e-11,7.43611793456535e-09
"TJP2",0.330573334665652,7.82761124376762,204.523495913441,9.29384370306052e-11,7.46577564200895e-09
"PRSS23",-0.287478377971888,6.6839225678353,204.375848087539,9.34572493536576e-11,7.46577564200895e-09
"MOB3B",-0.353858468635265,6.52672987592846,202.970248534179,9.85621821996468e-11,7.82832964367309e-09
"BAMBI",0.696578622799404,2.35063683358212,202.685785642291,9.96329012461758e-11,7.86815254412657e-09
"ZNF710",0.308322318674682,5.30465206064945,202.51952531461,1.00264737330448e-10,7.87019154372557e-09
"SDR16C5",0.807263149841798,2.81679819385672,202.380198479527,1.00797677513707e-10,7.87019154372557e-09
"JUNB",0.344301365944953,7.420962770498,202.139018849428,1.0172773562385e-10,7.89818711416631e-09
"MAP3K14",-0.4207609169924,4.09905555106003,201.543145044583,1.04067103326638e-10,8.03467803337508e-09
"CANT1",0.287013555896453,6.41682557942021,197.309117444742,1.22536335478599e-10,9.40806753507911e-09
"F2R",-0.408770708084083,5.4542070657639,197.091996957659,1.23578013006285e-10,9.41289803483945e-09
"BHLHE40",0.362005651950977,7.51025750957537,196.918166717873,1.24419151846496e-10,9.41289803483945e-09
"GALNT5",0.359718122870292,5.03185247899025,196.872215929312,1.24642571662491e-10,9.41289803483945e-09
"S100A7",1.55521702970602,1.42224713775423,196.258346074135,1.27670829135762e-10,9.58918944921865e-09
"IL6ST",0.590953219348618,6.77944406329656,195.744555736181,1.30268847173229e-10,9.73143496180557e-09
"IER3",0.434345679301003,8.09947015777344,193.860246165373,1.40316882128242e-10,1.04256952204963e-08
"KRT75",0.499954472362953,4.97131110150777,193.588448920664,1.41836654344076e-10,1.04822596953751e-08
"LOC100130476",1.1066182079821,3.2334422668702,193.41099595254,1.42838844281019e-10,1.05001746168281e-08
"ATP9A",0.49232802616225,3.93031397025495,191.866155589916,1.51906746332392e-10,1.11076784884321e-08
"NEDD4L",0.366922901168025,6.99192669484649,190.32944748487,1.61571709508365e-10,1.17522159231874e-08
"MAST4",0.315338208083619,7.13034782385913,188.289528304932,1.75483464346526e-10,1.26531401851632e-08
"BTG2",0.340495745320336,6.08966730173013,188.156917632389,1.76433275599235e-10,1.26531401851632e-08
"CD24",0.363300878622371,8.20810475848383,188.11919798348,1.7670449028484e-10,1.26531401851632e-08
"CDA",0.390775935752177,4.87049307357173,187.463498700642,1.81494594421179e-10,1.29291510046428e-08
"S100A8",1.45847798377851,6.32958136631401,187.262677362184,1.82990638007729e-10,1.29584309386598e-08
"CKAP4",0.284101328151833,7.38459889498734,187.157333694007,1.83780930823251e-10,1.29584309386598e-08
"DUSP8",0.560290270270916,3.0828382899678,186.325600723384,1.90156674246777e-10,1.3339925066449e-08
"TICAM1",0.476376271943767,5.74320099854108,186.061544773396,1.92232372486965e-10,1.34174312513629e-08
"DRAM1",0.566521571480901,4.8643696876179,185.226337087682,1.98966818731799e-10,1.38176956526304e-08
"GSR",-0.411910870443411,5.28047435585078,184.946313090119,2.01283569011234e-10,1.39086946186762e-08
"A4GALT",0.454455174085186,3.69088132407929,183.208113861447,2.16358829195582e-10,1.47845465018009e-08
"HDAC9",1.08420561113869,4.03521185775836,183.059013660999,2.17709780077461e-10,1.47845465018009e-08
"VEGFA",0.280739796356941,7.13588897107283,183.021973516752,2.18046853412596e-10,1.47845465018009e-08
"PDE4DIP",0.375306723698893,6.42248226335545,183.001010678043,2.18237878897784e-10,1.47845465018009e-08
"IL1A",0.901728734089599,7.42540150308477,182.501992871891,2.22841049116312e-10,1.50227477989631e-08
"CYB5R2",0.583522614541232,3.42861554686189,181.868834530704,2.28838956184542e-10,1.53522057013125e-08
