"","logFC","logCPM","F","PValue","FDR"
"SPEN",-0.0507321261433426,7.92595625608601,7.6218632402203,0.0152088061240846,0.0646060028742106
"CAPRIN1",-0.0486132043851991,8.30758387710315,7.61770396196818,0.015231410677153,0.0646822268597092
"COPS2",-0.0982831633109573,5.84078544348718,7.61456921217339,0.015248472906349,0.0647348751894498
"TPCN2",0.0854276076865511,3.98928273042336,7.613543859888,0.01525405863174,0.0647357101748158
"ANXA7",-0.0580925831292884,6.16197921327967,7.61282082991132,0.0152579988457863,0.0647357101748158
"SCRN2",0.0889996989612425,3.60324286437822,7.60823664482376,0.0152830081990827,0.0648220011573561
"NDUFB9",-0.0621853983973175,5.79473609459396,7.60341825755758,0.0153093464434037,0.0649138741037447
"SETD7",-0.0692206207339798,6.41177683864461,7.6005951264601,0.0153248026478663,0.0649595635757755
"NUFIP1",-0.127650525640043,3.8295648849447,7.59917891636474,0.0153325629839454,0.0649726134629599
"FAAH",0.186994444244659,1.94123566785458,7.59806210463485,0.015338685931135,0.0649787189720062
"CSTF1",-0.0704153146929652,4.50488489822275,7.5931395248907,0.0153657078613951,0.065040586352963
"ZNF132",-0.149977491335257,2.53668135361874,7.59277018282627,0.0153677375441105,0.065040586352963
"MCM3",-0.0547628856052764,6.82601016823643,7.59203933941311,0.0153717547367606,0.065040586352963
"MBOAT2",0.124477107266799,6.07612297465153,7.59198807778665,0.0153720365497708,0.065040586352963
"UBAP1",-0.0732136987681257,6.08170489514828,7.58890809634401,0.0153889798656739,0.0650924299225307
"ROBO3",0.16229587705654,3.06078523501234,7.58112695137973,0.0154318812224762,0.065238606557898
"ARTN",0.0929327722227654,5.3235658538446,7.58093518234533,0.0154329402889162,0.065238606557898
"LOC729737",0.109727396911331,5.11941126960944,7.57849472729401,0.0154464253354414,0.0652665862418903
"PPP2R2C",0.368301322260441,4.09254061426782,7.57803539390382,0.0154489649664656,0.0652665862418903
"P4HTM",0.214355045168104,1.05097733523418,7.57408265149798,0.0154708394758593,0.0653347308047058
"RASSF10",-0.136408576108688,2.44788328824076,7.5734198839097,0.015474510747591,0.0653347308047058
"DHX36",-0.0847259294713775,5.49558387553421,7.56170585133634,0.0155395651505263,0.0655894419583344
"PSD4",0.0890622746149253,6.03909423261284,7.55978307892478,0.015550273588509,0.0656146843603918
"CTSL",0.0882442359322798,5.35280872799175,7.55819933527345,0.0155591003031541,0.0656319738623623
"TXN2",-0.0655000344558629,4.98887898932291,7.55592899937565,0.0155717637415381,0.0656654321498224
"THBD",-0.163194465243322,3.47521309362738,7.55043415982361,0.0156024621968251,0.0657748998686326
"VOPP1",-0.0873812532190195,6.36672084793151,7.54590553330118,0.0156278153310674,0.0658617738124971
"MTA3",0.0704307700571761,4.39729336345333,7.54264275843274,0.0156461112764057,0.065903701312274
"USP18",-0.0936545674938464,3.51142436534295,7.54243777367673,0.015647261552381,0.065903701312274
"ANKS1A",0.0585157924542297,5.80928158661813,7.54157992776428,0.0156520764343082,0.0659039795980976
"RHOBTB1",0.159751223078452,1.80888224091215,7.53819958959586,0.0156710661675517,0.0659639236497672
"ZNF407",-0.0564482974757499,5.21646294745775,7.53506042953987,0.0156887249346813,0.0660182306378128
"POC1B-GALNT4",-0.441228183367186,1.52165636028656,7.53411265917864,0.0156940609713587,0.0660206663111598
"NUDT8",0.275060598589625,1.16583558855112,7.53313971833337,0.0156995409069626,0.0660237056687356
"RPIA",0.107526098277469,3.54643562501836,7.53052489069718,0.0157142794961607,0.0660656682362066
"MPHOSPH8",-0.051255007720764,5.60543066220712,7.52900482447941,0.0157228547812946,0.0660817015914009
"VPS4A",0.0488984684622927,6.42123230519554,7.5278992879333,0.0157290949478671,0.0660879139226459
"PMEPA1",-0.128732355314409,6.80673344580717,7.52483013928291,0.0157464337036993,0.0661407405992551
"AMOTL2",-0.0535384338836291,7.57144571036684,7.52242317416744,0.0157600470300743,0.0661778918860429
"RAB3IP",-0.0802999932345254,4.57977391330037,7.5197917010328,0.0157749457317261,0.0662204164745597
"TTTY15",-0.0736584291299607,4.41333632231086,7.51834194033546,0.015783160861184,0.0662348673817694
"PPP2R1B",-0.0796936141549384,5.51626401291843,7.51545074993249,0.0157995587122466,0.0662836383943645
"LAMTOR4",0.0941953312099678,4.28395972965385,7.51391090675861,0.0158083002338763,0.0663002691585783
"PAPSS2",-0.158847956383055,1.5464022999937,7.51176452018945,0.0158204943848518,0.0663313658830735
"TIAF1",-0.286144159156622,0.481393869484516,7.50715204851985,0.0158467358570858,0.0664213229310287
"RNF165",0.151402213449623,1.69263511436883,7.50310303686766,0.0158698132325476,0.0664979674037727
"UNC119",0.0857792209256886,3.5765193504794,7.49952520949886,0.0158902374923553,0.0665634518318464
"UBE3D",-0.131100369710913,2.14958741834362,7.49821068211567,0.0158977492048869,0.0665748230131019
"LYRM9",0.306798594456471,0.0374486313540063,7.49420984651332,0.0159206368348557,0.0666214512142235
"NPM1",-0.0639584930942224,9.76333457385381,7.49396440552881,0.0159220421743479,0.0666214512142235
"THAP1",-0.101429737237873,2.87807050674035,7.49374731235243,0.015923285320477,0.0666214512142235
"C1orf226",0.307178465661685,0.412112012565107,7.49206836339944,0.0159329033263938,0.0666416010740486
"TRIM25",-0.0504769513685401,7.41019700284117,7.48550036306062,0.0159705934055112,0.0667791187953252
"KNOP1",-0.0809623040788411,4.62986812225841,7.48305607126871,0.0159846461920257,0.0668177469436544
"POLD1",0.0621792343202491,5.78839445481854,7.47975692149939,0.016003636472082,0.066876984932115
"PCNT",0.0556141385640833,6.96285193913608,7.46552721115911,0.0160858443491592,0.0672002853334232
"ANO9",0.214152885090072,3.98964194645285,7.46448548568458,0.0160918817990301,0.0672052770409089
"WTAP",-0.0661323901350489,6.03707113724893,7.4614726145246,0.0161093580510718,0.0672580237764062
"SFXN4",0.109570563854599,3.82296736358638,7.45712365467381,0.0161346231190407,0.0673432480138485
"TAB1",0.0661684509389345,4.58725412350994,7.446935933523,0.0161939881244566,0.0675707057099246
"TMEM140",-0.163010787313884,3.37247815151317,7.44477852932572,0.0162065920098836,0.0676029708185044
"MRPS21",-0.0788447834512934,5.2810852484253,7.44308620249948,0.016216486796962,0.0676076173312401
"RAPGEF4",0.259339921339991,0.650396600152874,7.44292168789995,0.0162174490629556,0.0676076173312401
"NAA25",-0.0795586739105371,5.6470202628607,7.44145284951684,0.0162260434108955,0.0676231322691915
"DPY19L2",-0.163509043862799,1.64839877400107,7.43880194259291,0.0162415675416969,0.0676640646951847
"USF1",-0.0790830317836041,4.24623499232514,7.43742381717116,0.0162496448605867,0.0676640646951847
"DERA",-0.0751173303042242,4.19588676806467,7.43650189146946,0.0162550509495064,0.0676640646951847
"SNRPD1",-0.0743646862012675,5.61766741990914,7.43644790085766,0.016255367610156,0.0676640646951847
"PPHLN1",-0.0593099546852224,5.29739957759324,7.43373149813962,0.0162713088293929,0.0677101121242322
"QPRT",0.0763202609952468,5.90361028242465,7.43221013531835,0.016280244865447,0.0677269898808974
"AMPD2",0.0708457198065384,4.87240466733788,7.42665108727981,0.0163129454560288,0.0678426901524627
"SNAI3",-0.395560508143361,0.0652828443227063,7.42352422822354,0.0163313723581699,0.0678989771080531
"DOLPP1",-0.0980036165880495,4.00587713152994,7.42147424149756,0.0163434662299013,0.0679289081577029
"RNF25",-0.0974573929695194,3.78042768477512,7.42037524299452,0.0163499540308084,0.0679355275567542
"HNRNPA1L2",-0.106532338083713,3.43074352236815,7.4190767257449,0.0163576235121161,0.067947051511867
"GEMIN6",-0.128163689209316,2.89096468847379,7.41160950825957,0.0164018084163413,0.0680956020586177
"CHMP6",-0.0714592112036269,4.23139942517654,7.41137485522678,0.0164031991412278,0.0680956020586177
"GRK5",0.0897555305588841,3.4552302867388,7.4086473855402,0.0164193741427244,0.0681264402987861
"PSMD12",-0.083579506808275,6.40598224273916,7.40846683868528,0.0164204455108402,0.0681264402987861
"DCAF7",0.0451250078982471,6.57169572038214,7.40512377826437,0.0164402979320864,0.0681884204128795
"FTSJ2",-0.0830951689963332,4.56079864289891,7.39855692721765,0.0164793755333162,0.0683198224512766
"BAIAP2-AS1",0.146083179433633,2.78472083361527,7.39733416284192,0.0164866637630681,0.0683198224512766
"MSANTD3-TMEFF1",-0.259406881206322,0.810700731857206,7.39732007440918,0.0164867477582739,0.0683198224512766
"INTS12",-0.0934625340821558,3.70121105350847,7.39605350148916,0.0164943010899369,0.0683237522974634
"ZC3H12A",-0.0622212660998007,6.30381453860633,7.39551018540512,0.0164975424375846,0.0683237522974634
"C5",0.253446365674063,1.11339011176259,7.39188171671485,0.0165192083081947,0.0683726842832818
"WASF2",0.0413928551508443,7.62029628343944,7.39188126451577,0.0165192110103649,0.0683726842832818
"LMTK3",0.106956593727102,3.83577801006352,7.38997842528205,0.0165305861930224,0.0683993664838295
"FUK",0.122974629956533,3.06525903762146,7.38429152578427,0.0165646366471253,0.0685198293260224
"C6orf120",0.0907044191541239,4.57886268841594,7.38214441229375,0.0165775136747992,0.0685526623298165
"VAMP3",0.0718865895003491,6.27758727297107,7.38008492249288,0.0165898760921469,0.0685833483487682
"FKTN",-0.0756015617731687,4.81977559396506,7.37838022152047,0.01660011691457,0.0686052479274574
"DLG5",0.0549058008302881,7.87251515378276,7.37437921674297,0.0166241813427125,0.0686681017494656
"LOC101927770",0.212564278239984,1.30121495433992,7.37420645437234,0.0166252213487682,0.0686681017494656
"MPZL1",-0.0446040569459891,7.00366808995144,7.36866939948408,0.0166585936370263,0.0687854693527675
"MDK",0.203922109824729,2.52615584693137,7.36459288841873,0.0166832127281145,0.0688666348128413
"ATG3",-0.0966400112654901,4.97662509197282,7.35985958509883,0.01671185127597,0.0689643389854034
"GRHL2",-0.0658986233904534,5.91199472705171,7.35566889951406,0.0167372543102157,0.0690390426595786
"MOB3B",-0.0679755404427059,6.52672987592846,7.35523231909315,0.0167399033397811,0.0690390426595786
"LOC100288637",0.0704533025206592,4.04570270424471,7.35197204934878,0.01675970097832,0.069100157509544
"CDC123",-0.0584549879100204,5.83881119925922,7.34990310627184,0.0167722784872436,0.0691314763427284
"SMAD1",-0.10207511684016,4.13372661841204,7.34860324089843,0.0167801862181389,0.0691399226445892
"RBL1",-0.071850665158827,4.95259650110887,7.34792867533151,0.016784291640699,0.0691399226445892
"ARMCX4",-0.126158065094674,2.70073370267033,7.34528276168909,0.0168004059779295,0.0691461864433521
"HIST3H2A",0.176508435602078,3.82011445763287,7.34437389455679,0.0168059453640683,0.0691461864433521
"MBD1",0.13151588579419,6.46450793201301,7.34413596391823,0.0168073958592712,0.0691461864433521
"UHRF2",0.0542673622990738,5.5417213071093,7.34360571278703,0.0168106289482581,0.0691461864433521
"RPL27A",-0.0565657600635716,9.18137275579553,7.3435900617032,0.016810724388231,0.0691461864433521
"SLC35F6",-0.0660716173804334,6.41349397473378,7.34049149345624,0.0168296317663067,0.0692034458230533
